img,forward,steering_angle
training_2025-06-12 21:17:55.629536_flipped.jpg,1,1
training_2025-06-12 21:17:56.982012_flipped.jpg,1,1
training_2025-06-12 21:17:57.650247_flipped.jpg,1,1
training_2025-06-12 21:17:59.732615_flipped.jpg,1,1
training_2025-06-12 21:18:00.410234_flipped.jpg,1,1
training_2025-06-12 21:18:02.425063_flipped.jpg,1,1
training_2025-06-12 21:18:03.093600_flipped.jpg,1,1
training_2025-06-12 21:18:04.538398_flipped.jpg,1,1
training_2025-06-12 21:18:05.210268_flipped.jpg,1,1
training_2025-06-12 21:18:07.229897_flipped.jpg,1,1
training_2025-06-12 21:18:07.912488_flipped.jpg,1,1
training_2025-06-12 21:18:08.574327_flipped.jpg,1,1
training_2025-06-12 21:18:09.337100_flipped.jpg,1,1
training_2025-06-12 21:18:11.374852_flipped.jpg,1,1
training_2025-06-12 21:18:12.046790_flipped.jpg,1,1
training_2025-06-12 21:18:12.710746_flipped.jpg,1,1
training_2025-06-12 21:18:14.801994_flipped.jpg,1,1
training_2025-06-12 21:18:15.481327_flipped.jpg,1,1
training_2025-06-12 21:18:18.155602_flipped.jpg,1,1
training_2025-06-12 21:18:18.826475_flipped.jpg,1,1
training_2025-06-12 21:18:19.505117_flipped.jpg,1,1
training_2025-06-12 21:18:21.626566_flipped.jpg,1,1
training_2025-06-12 21:18:22.301899_flipped.jpg,1,1
training_2025-06-12 21:18:22.967983_flipped.jpg,1,1
training_2025-06-12 21:18:25.763374_flipped.jpg,1,1
training_2025-06-12 21:18:27.787614_flipped.jpg,1,1
training_2025-06-12 21:18:28.459496_flipped.jpg,1,1
training_2025-06-12 21:18:29.132690_flipped.jpg,1,1
training_2025-06-12 21:18:29.804010_flipped.jpg,1,1
training_2025-06-12 21:18:31.896642_flipped.jpg,1,1
training_2025-06-12 21:18:32.566956_flipped.jpg,1,1
training_2025-06-12 21:18:34.590472_flipped.jpg,1,1
training_2025-06-12 21:18:35.257328_flipped.jpg,1,1
training_2025-06-12 21:18:35.932512_flipped.jpg,1,1
training_2025-06-12 21:18:39.398206_flipped.jpg,1,1
training_2025-06-12 21:18:40.071571_flipped.jpg,1,1
training_2025-06-12 21:18:40.743542_flipped.jpg,1,1
training_2025-06-12 21:18:42.866693_flipped.jpg,1,1
training_2025-06-12 21:18:43.537239_flipped.jpg,1,1
training_2025-06-12 21:18:44.212435_flipped.jpg,1,1
training_2025-06-12 21:18:46.228693_flipped.jpg,1,1
training_2025-06-12 21:18:46.902616_flipped.jpg,1,1
training_2025-06-12 21:18:49.661171_flipped.jpg,1,1
training_2025-06-12 21:18:50.336068_flipped.jpg,1,1
training_2025-06-12 21:18:51.004592_flipped.jpg,1,1
training_2025-06-12 21:18:51.681233_flipped.jpg,1,1
training_2025-06-12 21:18:53.792206_flipped.jpg,1,1
training_2025-06-12 21:18:54.463668_flipped.jpg,1,1
training_2025-06-12 21:18:56.479862_flipped.jpg,1,1
training_2025-06-12 21:18:57.156879_flipped.jpg,1,1
training_2025-06-12 21:18:57.826211_flipped.jpg,1,1
training_2025-06-12 21:19:00.616949_flipped.jpg,1,1
training_2025-06-12 21:19:01.286591_flipped.jpg,1,1
training_2025-06-12 21:19:03.300047_flipped.jpg,1,1
training_2025-06-12 21:19:04.078277_flipped.jpg,1,1
training_2025-06-12 21:19:04.758910_flipped.jpg,1,1
training_2025-06-12 21:19:06.777389_flipped.jpg,1,1
training_2025-06-12 21:19:07.446920_flipped.jpg,1,1
training_2025-06-12 21:19:08.120582_flipped.jpg,1,1
training_2025-06-12 21:19:10.867761_flipped.jpg,1,1
training_2025-06-12 21:19:11.545730_flipped.jpg,1,1
training_2025-06-12 21:19:12.888016_flipped.jpg,1,1
training_2025-06-12 21:19:13.556206_flipped.jpg,1,1
training_2025-06-12 21:19:14.229760_flipped.jpg,1,1
training_2025-06-12 21:19:14.998823_flipped.jpg,1,1
training_2025-06-12 21:19:17.022665_flipped.jpg,1,1
training_2025-06-12 21:19:17.695676_flipped.jpg,1,1
training_2025-06-12 21:19:18.365518_flipped.jpg,1,1
training_2025-06-12 21:19:21.828510_flipped.jpg,1,1
training_2025-06-12 21:19:22.504126_flipped.jpg,1,1
training_2025-06-12 21:19:23.187292_flipped.jpg,1,1
training_2025-06-12 21:19:24.519964_flipped.jpg,1,1
training_2025-06-12 21:19:25.194702_flipped.jpg,1,1
training_2025-06-12 21:19:27.280387_flipped.jpg,1,1
training_2025-06-12 21:19:27.952818_flipped.jpg,1,1
training_2025-06-12 21:19:28.624849_flipped.jpg,1,1
training_2025-06-12 21:19:31.419962_flipped.jpg,1,1
training_2025-06-12 21:19:32.768346_flipped.jpg,1,1
training_2025-06-12 21:19:33.441583_flipped.jpg,1,1
training_2025-06-12 21:19:34.107477_flipped.jpg,1,1
training_2025-06-12 21:19:34.779929_flipped.jpg,1,1
training_2025-06-12 21:19:35.459530_flipped.jpg,1,1
training_2025-06-12 21:19:38.241183_flipped.jpg,1,1
training_2025-06-12 21:19:38.913454_flipped.jpg,1,1
training_2025-06-12 21:19:39.583850_flipped.jpg,1,1
training_2025-06-12 21:19:40.261695_flipped.jpg,1,1
training_2025-06-12 21:19:43.012766_flipped.jpg,1,1
training_2025-06-12 21:19:43.684896_flipped.jpg,1,1
training_2025-06-12 21:19:45.706803_flipped.jpg,1,1
training_2025-06-12 21:19:46.372887_flipped.jpg,1,1
training_2025-06-12 21:19:47.047520_flipped.jpg,1,1
training_2025-06-12 21:19:49.171849_flipped.jpg,1,1
training_2025-06-12 21:19:49.844728_flipped.jpg,1,1
training_2025-06-12 21:19:51.854501_flipped.jpg,1,1
training_2025-06-12 21:19:52.534246_flipped.jpg,1,1
training_2025-06-12 21:19:55.323272_flipped.jpg,1,1
training_2025-06-12 21:19:56.002454_flipped.jpg,1,1
training_2025-06-12 21:19:56.669173_flipped.jpg,1,1
training_2025-06-12 21:19:57.344159_flipped.jpg,1,1
training_2025-06-12 21:19:58.019044_flipped.jpg,1,1
training_2025-06-12 21:19:58.772636_flipped.jpg,1,1
training_2025-06-12 21:20:02.121151_flipped.jpg,1,1
training_2025-06-12 21:20:02.806463_flipped.jpg,1,1
training_2025-06-12 21:20:03.468843_flipped.jpg,1,1
training_2025-06-12 21:20:05.584208_flipped.jpg,1,1
training_2025-06-12 21:20:06.257002_flipped.jpg,1,1
training_2025-06-12 21:20:06.934196_flipped.jpg,1,1
training_2025-06-12 21:24:05.473718_flipped.jpg,1,1
training_2025-06-12 21:24:06.148379_flipped.jpg,1,1
training_2025-06-12 21:24:09.578064_flipped.jpg,1,1
training_2025-06-12 21:24:10.256960_flipped.jpg,1,1
training_2025-06-12 21:24:10.930305_flipped.jpg,1,1
training_2025-06-12 21:24:12.271374_flipped.jpg,1,1
training_2025-06-12 21:24:13.050459_flipped.jpg,1,1
training_2025-06-12 21:24:15.061831_flipped.jpg,1,1
training_2025-06-12 21:24:17.080959_flipped.jpg,1,1
training_2025-06-12 21:24:17.753141_flipped.jpg,1,1
training_2025-06-12 21:24:19.198995_flipped.jpg,1,1
training_2025-06-12 21:24:21.889698_flipped.jpg,1,1
training_2025-06-12 21:24:22.559678_flipped.jpg,1,1
training_2025-06-12 21:24:23.231135_flipped.jpg,1,1
training_2025-06-12 21:24:23.981199_flipped.jpg,1,1
training_2025-06-12 21:24:26.663356_flipped.jpg,1,1
training_2025-06-12 21:24:27.331887_flipped.jpg,1,1
training_2025-06-12 21:24:28.009758_flipped.jpg,1,1
training_2025-06-12 21:24:30.127121_flipped.jpg,1,1
training_2025-06-12 21:24:30.796736_flipped.jpg,1,1
training_2025-06-12 21:24:33.490120_flipped.jpg,1,1
training_2025-06-12 21:24:34.155935_flipped.jpg,1,1
training_2025-06-12 21:24:35.601526_flipped.jpg,1,1
training_2025-06-12 21:24:36.280318_flipped.jpg,1,1
training_2025-06-12 21:24:38.293234_flipped.jpg,1,1
training_2025-06-12 21:24:38.967010_flipped.jpg,1,1
training_2025-06-12 21:24:40.387756_flipped.jpg,1,1
training_2025-06-12 21:24:41.047373_flipped.jpg,1,1
training_2025-06-12 21:24:43.735346_flipped.jpg,1,1
training_2025-06-12 21:24:44.412206_flipped.jpg,1,1
training_2025-06-12 21:24:45.084647_flipped.jpg,1,1
training_2025-06-12 21:24:45.853399_flipped.jpg,1,1
training_2025-06-12 21:24:47.873547_flipped.jpg,1,1
training_2025-06-12 21:24:48.545936_flipped.jpg,1,1
training_2025-06-12 21:24:49.890496_flipped.jpg,1,1
training_2025-06-12 21:24:50.563368_flipped.jpg,1,1
training_2025-06-12 21:24:52.685856_flipped.jpg,1,1
training_2025-06-12 21:24:54.032778_flipped.jpg,1,1
training_2025-06-12 21:24:54.705393_flipped.jpg,1,1
training_2025-06-12 21:24:56.045981_flipped.jpg,1,1
training_2025-06-12 21:24:56.796738_flipped.jpg,1,1
training_2025-06-12 21:24:58.806015_flipped.jpg,1,1
training_2025-06-12 21:24:59.483715_flipped.jpg,1,1
training_2025-06-12 21:25:02.940662_flipped.jpg,1,1
training_2025-06-12 21:25:03.618813_flipped.jpg,1,1
training_2025-06-12 21:25:04.287271_flipped.jpg,1,1
training_2025-06-12 21:25:04.957053_flipped.jpg,1,1
training_2025-06-12 21:25:05.628830_flipped.jpg,1,1
training_2025-06-12 21:25:06.310530_flipped.jpg,1,1
training_2025-06-12 21:25:06.977234_flipped.jpg,1,1
training_2025-06-12 21:25:07.743910_flipped.jpg,1,1
training_2025-06-12 21:25:08.419568_flipped.jpg,1,1
training_2025-06-12 21:25:09.096679_flipped.jpg,1,1
training_2025-06-12 21:25:09.764568_flipped.jpg,1,1
training_2025-06-12 21:25:10.436649_flipped.jpg,1,1
training_2025-06-12 21:25:11.108402_flipped.jpg,1,1
training_2025-06-12 21:25:11.784763_flipped.jpg,1,1
training_2025-06-12 21:25:12.457199_flipped.jpg,1,1
training_2025-06-12 21:25:13.207615_flipped.jpg,1,1
training_2025-06-12 21:25:13.865791_flipped.jpg,1,1
training_2025-06-12 21:25:14.544239_flipped.jpg,1,1
training_2025-06-12 21:25:15.215790_flipped.jpg,1,1
training_2025-06-12 21:25:15.883339_flipped.jpg,1,1
training_2025-06-12 21:25:16.559889_flipped.jpg,1,1
training_2025-06-12 21:25:17.229206_flipped.jpg,1,1
training_2025-06-12 21:25:17.904022_flipped.jpg,1,1
training_2025-06-12 21:25:18.671749_flipped.jpg,1,1
training_2025-06-12 21:25:19.355750_flipped.jpg,1,1
training_2025-06-12 21:25:20.024926_flipped.jpg,1,1
training_2025-06-12 21:25:20.701877_flipped.jpg,1,1
training_2025-06-12 21:25:21.372274_flipped.jpg,1,1
training_2025-06-12 21:25:22.040966_flipped.jpg,1,1
training_2025-06-12 21:25:22.718094_flipped.jpg,1,1
training_2025-06-12 21:25:23.390103_flipped.jpg,1,1
training_2025-06-12 21:25:24.160988_flipped.jpg,1,1
training_2025-06-12 21:25:24.837387_flipped.jpg,1,1
training_2025-06-12 21:25:25.507200_flipped.jpg,1,1
training_2025-06-12 21:25:26.182073_flipped.jpg,1,1
training_2025-06-12 21:25:26.851526_flipped.jpg,1,1
training_2025-06-12 21:25:27.529363_flipped.jpg,1,1
training_2025-06-12 21:25:28.201592_flipped.jpg,1,1
training_2025-06-12 21:25:28.867559_flipped.jpg,1,1
training_2025-06-12 21:25:29.620725_flipped.jpg,1,1
training_2025-06-12 21:25:30.286337_flipped.jpg,1,1
training_2025-06-12 21:25:32.969300_flipped.jpg,1,1
training_2025-06-12 21:25:35.763029_flipped.jpg,1,1
training_2025-06-12 21:25:36.441200_flipped.jpg,1,1
training_2025-06-12 21:25:37.112925_flipped.jpg,1,1
training_2025-06-12 21:25:39.125989_flipped.jpg,1,1
training_2025-06-12 21:25:39.797236_flipped.jpg,1,1
training_2025-06-12 21:25:42.598010_flipped.jpg,1,1
training_2025-06-12 21:25:44.611499_flipped.jpg,1,1
training_2025-06-12 21:25:45.288421_flipped.jpg,1,1
training_2025-06-12 21:25:46.031189_flipped.jpg,1,1
training_2025-06-12 21:25:47.372620_flipped.jpg,1,1
training_2025-06-12 21:25:48.046225_flipped.jpg,1,1
training_2025-06-12 21:25:50.731188_flipped.jpg,1,1
training_2025-06-12 21:25:51.491113_flipped.jpg,1,1
training_2025-06-12 21:25:54.159331_flipped.jpg,1,1
training_2025-06-12 21:25:54.833547_flipped.jpg,1,1
training_2025-06-12 21:25:55.504572_flipped.jpg,1,1
training_2025-06-12 21:25:57.583712_flipped.jpg,1,1
training_2025-06-12 21:25:58.260570_flipped.jpg,1,1
training_2025-06-12 21:26:00.272983_flipped.jpg,1,1
training_2025-06-12 21:26:00.948901_flipped.jpg,1,1
training_2025-06-12 21:26:03.066210_flipped.jpg,1,1
training_2025-06-12 21:26:05.752750_flipped.jpg,1,1
training_2025-06-12 21:26:06.431892_flipped.jpg,1,1
training_2025-06-12 21:26:07.097657_flipped.jpg,1,1
training_2025-06-12 21:26:07.846496_flipped.jpg,1,1
training_2025-06-12 21:26:10.526471_flipped.jpg,1,1
training_2025-06-12 21:26:11.204851_flipped.jpg,1,1
training_2025-06-12 21:26:11.877000_flipped.jpg,1,1
training_2025-06-12 21:26:16.012336_flipped.jpg,1,1
training_2025-06-12 21:26:16.681236_flipped.jpg,1,1
training_2025-06-12 21:26:17.363178_flipped.jpg,1,1
training_2025-06-12 21:26:18.801779_flipped.jpg,1,1
training_2025-06-12 21:26:20.823583_flipped.jpg,1,1
training_2025-06-12 21:26:22.845923_flipped.jpg,1,1
training_2025-06-12 21:26:23.517779_flipped.jpg,1,1
training_2025-06-12 21:26:26.313138_flipped.jpg,1,1
training_2025-06-12 21:26:26.986962_flipped.jpg,1,1
training_2025-06-12 21:26:29.006006_flipped.jpg,1,1
training_2025-06-12 21:26:29.752385_flipped.jpg,1,1
training_2025-06-12 21:26:31.766604_flipped.jpg,1,1
training_2025-06-12 21:26:32.438356_flipped.jpg,1,1
training_2025-06-12 21:26:33.108152_flipped.jpg,1,1
training_2025-06-12 21:26:33.778470_flipped.jpg,1,1
training_2025-06-12 21:26:34.449094_flipped.jpg,1,1
training_2025-06-12 21:26:35.226274_flipped.jpg,1,1
training_2025-06-12 21:26:35.901364_flipped.jpg,1,1
training_2025-06-12 21:26:36.576559_flipped.jpg,1,1
training_2025-06-12 21:26:37.245570_flipped.jpg,1,1
training_2025-06-12 21:26:37.920844_flipped.jpg,1,1
training_2025-06-12 21:26:38.592475_flipped.jpg,1,1
training_2025-06-12 21:26:40.710108_flipped.jpg,1,1
training_2025-06-12 21:26:41.381846_flipped.jpg,1,1
training_2025-06-12 21:26:43.399533_flipped.jpg,1,1
training_2025-06-12 21:26:44.072962_flipped.jpg,1,1
training_2025-06-12 21:26:46.835631_flipped.jpg,1,1
training_2025-06-12 21:26:47.504746_flipped.jpg,1,1
training_2025-06-12 21:26:49.520369_flipped.jpg,1,1
training_2025-06-12 21:26:50.193787_flipped.jpg,1,1
training_2025-06-12 21:26:51.638591_flipped.jpg,1,1
training_2025-06-12 21:26:52.310870_flipped.jpg,1,1
training_2025-06-12 21:26:52.981779_flipped.jpg,1,1
training_2025-06-12 21:26:55.676867_flipped.jpg,1,1
training_2025-06-12 21:26:56.340789_flipped.jpg,1,1
training_2025-06-12 21:26:57.115558_flipped.jpg,1,1
training_2025-06-12 21:27:00.483176_flipped.jpg,1,1
training_2025-06-12 21:27:01.152681_flipped.jpg,1,1
training_2025-06-12 21:27:01.827383_flipped.jpg,1,1
training_2025-06-12 21:27:03.918307_flipped.jpg,1,1
training_2025-06-12 21:27:04.588396_flipped.jpg,1,1
training_2025-06-12 21:27:06.605327_flipped.jpg,1,1
training_2025-06-12 21:27:07.279471_flipped.jpg,1,1
training_2025-06-12 21:27:10.069790_flipped.jpg,1,1
training_2025-06-12 21:27:10.742052_flipped.jpg,1,1
training_2025-06-12 21:27:12.087760_flipped.jpg,1,1
training_2025-06-12 21:27:14.203242_flipped.jpg,1,1
training_2025-06-12 21:27:14.880527_flipped.jpg,1,1
training_2025-06-12 21:27:15.549352_flipped.jpg,1,1
training_2025-06-12 21:27:17.569695_flipped.jpg,1,1
training_2025-06-12 21:27:18.239469_flipped.jpg,1,1
training_2025-06-12 21:27:19.655866_flipped.jpg,1,1
training_2025-06-12 21:27:20.332021_flipped.jpg,1,1
training_2025-06-12 21:27:21.676716_flipped.jpg,1,1
training_2025-06-12 21:27:22.346483_flipped.jpg,1,1
training_2025-06-12 21:27:25.807397_flipped.jpg,1,1
training_2025-06-12 21:27:26.477613_flipped.jpg,1,1
training_2025-06-12 21:27:27.152831_flipped.jpg,1,1
training_2025-06-12 21:27:29.170630_flipped.jpg,1,1
training_2025-06-12 21:27:29.940372_flipped.jpg,1,1
training_2025-06-12 21:27:30.615628_flipped.jpg,1,1
training_2025-06-12 21:27:33.300244_flipped.jpg,1,1
training_2025-06-12 21:27:36.063603_flipped.jpg,1,1
training_2025-06-12 21:27:36.736465_flipped.jpg,1,1
training_2025-06-12 21:27:37.409355_flipped.jpg,1,1
training_2025-06-12 21:27:38.076630_flipped.jpg,1,1
training_2025-06-14 12:01:54.151454_flipped.jpg,1,-1
training_2025-06-14 12:01:54.822199_flipped.jpg,1,-1
training_2025-06-14 12:01:57.576513_flipped.jpg,1,1
training_2025-06-14 12:02:00.268288_flipped.jpg,1,1
training_2025-06-14 12:02:01.040593_flipped.jpg,1,1
training_2025-06-14 12:02:03.057174_flipped.jpg,1,1
training_2025-06-14 12:02:05.745158_flipped.jpg,1,1
training_2025-06-14 12:02:07.864233_flipped.jpg,1,1
training_2025-06-14 12:02:09.879903_flipped.jpg,1,1
training_2025-06-14 12:02:11.969506_flipped.jpg,1,1
training_2025-06-14 12:02:13.984700_flipped.jpg,1,1
training_2025-06-14 12:02:14.657783_flipped.jpg,1,1
training_2025-06-14 12:02:18.796770_flipped.jpg,1,1
training_2025-06-14 12:02:19.468679_flipped.jpg,1,1
training_2025-06-14 12:02:20.141663_flipped.jpg,1,1
training_2025-06-14 12:02:23.606314_flipped.jpg,1,1
training_2025-06-14 12:02:24.276292_flipped.jpg,1,1
training_2025-06-14 12:02:24.950303_flipped.jpg,1,1
training_2025-06-14 12:02:28.410631_flipped.jpg,1,1
training_2025-06-14 12:02:29.085567_flipped.jpg,1,1
training_2025-06-14 12:02:31.101782_flipped.jpg,1,1
training_2025-06-14 12:02:34.548866_flipped.jpg,1,1
training_2025-06-14 12:02:35.219432_flipped.jpg,1,1
training_2025-06-14 12:02:37.905254_flipped.jpg,1,1
training_2025-06-14 12:02:38.577038_flipped.jpg,1,1
training_2025-06-14 12:02:42.038353_flipped.jpg,1,1
training_2025-06-14 12:02:42.713871_flipped.jpg,1,1
training_2025-06-14 12:02:44.054117_flipped.jpg,1,1
training_2025-06-14 12:02:44.830095_flipped.jpg,1,1
training_2025-06-14 12:02:47.518781_flipped.jpg,1,1
training_2025-06-14 12:02:48.194023_flipped.jpg,1,1
training_2025-06-14 12:02:51.623993_flipped.jpg,1,1
training_2025-06-14 12:02:52.296016_flipped.jpg,1,1
training_2025-06-14 12:02:54.982137_flipped.jpg,1,1
training_2025-06-14 12:02:55.758722_flipped.jpg,1,1
training_2025-06-14 12:02:59.123738_flipped.jpg,1,1
training_2025-06-14 12:03:01.241729_flipped.jpg,1,1
training_2025-06-14 12:03:01.918743_flipped.jpg,1,1
training_2025-06-14 12:03:02.589864_flipped.jpg,1,1
training_2025-06-14 12:03:05.277596_flipped.jpg,1,1
training_2025-06-14 12:03:05.951641_flipped.jpg,1,1
training_2025-06-14 12:03:08.712519_flipped.jpg,1,1
training_2025-06-14 12:03:09.385610_flipped.jpg,1,1
training_2025-06-14 12:03:12.171865_flipped.jpg,1,1
training_2025-06-14 12:03:14.195679_flipped.jpg,1,1
training_2025-06-14 12:03:14.865127_flipped.jpg,1,1
training_2025-06-14 12:03:18.332602_flipped.jpg,1,1
training_2025-06-14 12:03:20.348417_flipped.jpg,1,1
training_2025-06-14 12:03:22.365592_flipped.jpg,1,1
training_2025-06-14 12:05:45.731511_flipped.jpg,1,1
training_2025-06-14 12:05:48.487223_flipped.jpg,1,1
training_2025-06-14 12:05:50.507538_flipped.jpg,1,1
training_2025-06-14 12:05:51.851189_flipped.jpg,1,1
training_2025-06-14 12:05:54.646587_flipped.jpg,1,1
training_2025-06-14 12:05:55.317776_flipped.jpg,1,1
training_2025-06-14 12:05:58.084310_flipped.jpg,1,1
training_2025-06-14 12:05:58.745135_flipped.jpg,1,1
training_2025-06-14 12:06:00.762554_flipped.jpg,1,1
training_2025-06-14 12:06:01.437716_flipped.jpg,1,1
training_2025-06-14 12:06:03.554280_flipped.jpg,1,1
training_2025-06-14 12:06:05.570133_flipped.jpg,1,1
training_2025-06-14 12:06:07.585911_flipped.jpg,1,1
training_2025-06-14 12:06:08.260615_flipped.jpg,1,1
training_2025-06-14 12:06:10.382900_flipped.jpg,1,1
training_2025-06-14 12:06:13.067044_flipped.jpg,1,1
training_2025-06-14 12:06:15.830136_flipped.jpg,1,1
training_2025-06-14 12:06:16.502121_flipped.jpg,1,1
training_2025-06-14 12:06:17.176069_flipped.jpg,1,1
training_2025-06-14 12:06:20.637986_flipped.jpg,1,1
training_2025-06-14 12:06:21.981552_flipped.jpg,1,1
training_2025-06-14 12:06:22.654105_flipped.jpg,1,1
training_2025-06-14 12:06:26.115381_flipped.jpg,1,1
training_2025-06-14 12:06:26.789408_flipped.jpg,1,1
training_2025-06-14 12:06:28.808514_flipped.jpg,1,1
training_2025-06-14 12:06:31.567436_flipped.jpg,1,1
training_2025-06-14 12:06:33.581756_flipped.jpg,1,1
training_2025-06-14 12:06:35.602872_flipped.jpg,1,1
training_2025-06-14 12:06:36.371164_flipped.jpg,1,1
training_2025-06-14 12:06:38.394058_flipped.jpg,1,1
training_2025-06-14 12:06:39.065974_flipped.jpg,1,1
training_2025-06-14 12:06:42.532839_flipped.jpg,1,1
training_2025-06-14 12:06:43.206840_flipped.jpg,1,1
training_2025-06-14 12:06:44.552234_flipped.jpg,1,1
training_2025-06-14 12:06:45.235297_flipped.jpg,1,1
training_2025-06-14 12:06:48.021591_flipped.jpg,1,1
training_2025-06-14 12:06:48.696800_flipped.jpg,1,1
training_2025-06-14 12:06:52.058845_flipped.jpg,1,1
training_2025-06-14 12:06:52.815240_flipped.jpg,1,1
training_2025-06-14 12:06:53.485377_flipped.jpg,1,1
training_2025-06-14 12:06:56.837036_flipped.jpg,1,1
training_2025-06-14 12:06:57.511812_flipped.jpg,1,1
training_2025-06-14 12:06:59.632045_flipped.jpg,1,1
training_2025-06-14 12:07:01.645597_flipped.jpg,1,1
training_2025-06-14 12:07:03.763079_flipped.jpg,1,1
training_2025-06-14 12:07:06.457300_flipped.jpg,1,1
training_2025-06-14 12:07:07.129240_flipped.jpg,1,1
training_2025-06-14 12:07:10.562142_flipped.jpg,1,1
training_2025-06-14 12:07:11.236908_flipped.jpg,1,1
training_2025-06-14 12:07:11.906320_flipped.jpg,1,1
training_2025-06-14 12:07:14.688133_flipped.jpg,1,1
training_2025-06-14 12:07:15.368659_flipped.jpg,1,1
training_2025-06-14 12:07:18.055718_flipped.jpg,1,1
training_2025-06-14 12:07:19.400880_flipped.jpg,1,1
training_2025-06-14 12:07:21.517594_flipped.jpg,1,1
training_2025-06-14 12:07:23.541570_flipped.jpg,1,1
training_2025-06-14 12:07:26.301777_flipped.jpg,1,1
training_2025-06-14 12:07:26.967863_flipped.jpg,1,1
training_2025-06-14 12:07:30.332246_flipped.jpg,1,1
training_2025-06-14 12:07:31.105305_flipped.jpg,1,1
training_2025-06-14 12:07:32.455776_flipped.jpg,1,1
training_2025-06-14 12:07:35.813837_flipped.jpg,1,1
training_2025-06-14 12:07:36.586415_flipped.jpg,1,1
training_2025-06-14 12:07:37.937020_flipped.jpg,1,1
training_2025-06-14 12:07:40.624533_flipped.jpg,1,1
training_2025-06-14 12:07:42.721131_flipped.jpg,1,1
training_2025-06-14 12:07:59.170985_flipped.jpg,1,1
training_2025-06-14 12:07:59.842816_flipped.jpg,1,1
training_2025-06-14 12:08:00.516892_flipped.jpg,1,1
training_2025-06-14 12:08:04.621562_flipped.jpg,1,1
training_2025-06-14 12:08:05.292238_flipped.jpg,1,1
training_2025-06-14 12:08:05.964899_flipped.jpg,1,1
training_2025-06-14 12:08:07.981150_flipped.jpg,1,1
training_2025-06-14 12:08:10.097507_flipped.jpg,1,1
training_2025-06-14 12:08:10.770031_flipped.jpg,1,1
training_2025-06-14 12:08:14.132680_flipped.jpg,1,1
training_2025-06-14 12:08:14.911066_flipped.jpg,1,1
training_2025-06-14 12:08:17.603409_flipped.jpg,1,1
training_2025-06-14 12:08:18.269661_flipped.jpg,1,1
training_2025-06-14 12:08:21.705975_flipped.jpg,1,1
training_2025-06-14 12:08:22.370615_flipped.jpg,1,1
training_2025-06-14 12:08:23.723463_flipped.jpg,1,1
training_2025-06-14 12:08:26.515886_flipped.jpg,1,1
training_2025-06-14 12:08:28.540922_flipped.jpg,1,1
training_2025-06-14 12:08:29.871239_flipped.jpg,1,1
training_2025-06-14 12:08:32.671102_flipped.jpg,1,1
training_2025-06-14 12:08:35.353641_flipped.jpg,1,1
training_2025-06-14 12:08:36.031680_flipped.jpg,1,1
training_2025-06-14 12:08:38.786059_flipped.jpg,1,1
training_2025-06-14 12:08:40.801779_flipped.jpg,1,1
training_2025-06-14 12:08:42.920030_flipped.jpg,1,1
training_2025-06-14 12:08:45.615097_flipped.jpg,1,1
training_2025-06-14 12:08:47.722680_flipped.jpg,1,1
training_2025-06-14 12:08:50.416041_flipped.jpg,1,1
training_2025-06-14 12:08:53.189844_flipped.jpg,1,1
training_2025-06-14 12:08:55.193577_flipped.jpg,1,1
training_2025-06-14 12:08:55.867507_flipped.jpg,1,1
training_2025-06-14 12:08:59.331782_flipped.jpg,1,1
training_2025-06-14 12:09:00.006091_flipped.jpg,1,1
training_2025-06-14 12:09:02.021385_flipped.jpg,1,1
training_2025-06-14 12:09:04.142255_flipped.jpg,1,1
training_2025-06-14 12:09:06.163121_flipped.jpg,1,1
training_2025-06-14 12:09:09.603014_flipped.jpg,1,1
training_2025-06-14 12:09:12.290036_flipped.jpg,1,1
training_2025-06-14 12:09:14.307069_flipped.jpg,1,1
training_2025-06-14 12:09:17.096649_flipped.jpg,1,1
training_2025-06-14 12:09:17.768345_flipped.jpg,1,1
training_2025-06-14 12:09:19.784282_flipped.jpg,1,1
training_2025-06-14 12:09:22.577331_flipped.jpg,1,1
training_2025-06-14 12:09:23.250878_flipped.jpg,1,1
training_2025-06-14 12:09:25.268176_flipped.jpg,1,1
training_2025-06-14 12:09:28.031366_flipped.jpg,1,1
training_2025-06-14 12:09:30.043527_flipped.jpg,1,1
training_2025-06-14 12:09:32.834078_flipped.jpg,1,1
training_2025-06-14 12:09:33.504638_flipped.jpg,1,1
training_2025-06-14 12:09:36.195219_flipped.jpg,1,1
training_2025-06-14 12:09:36.966444_flipped.jpg,1,1
training_2025-06-14 12:09:40.331831_flipped.jpg,1,1
training_2025-06-14 12:09:41.005557_flipped.jpg,1,1
training_2025-06-14 12:09:43.090425_flipped.jpg,1,1
training_2025-06-14 12:09:45.781969_flipped.jpg,1,1
training_2025-06-14 12:09:47.124823_flipped.jpg,1,1
training_2025-06-14 12:09:49.918407_flipped.jpg,1,1
training_2025-06-14 12:09:50.593580_flipped.jpg,1,1
training_2025-06-14 12:09:54.056963_flipped.jpg,1,1
training_2025-06-14 12:09:54.732581_flipped.jpg,1,1
training_2025-06-14 12:09:56.074406_flipped.jpg,1,1
training_2025-06-14 12:09:56.750883_flipped.jpg,1,1
training_2025-06-14 12:09:59.512409_flipped.jpg,1,1
training_2025-06-14 12:10:00.180025_flipped.jpg,1,1
training_2025-06-14 12:10:02.868652_flipped.jpg,1,1
